idade,sexo,frequencia_semanal_treino,tipo_atividade,tempo_medio_exercicio,minutos_totais_semana,preco_plano,possui_nutricionista,primeiro_PGC,ultimo_PGC,data_matricula,estado,ano_matricula,mes_matricula,imc,pgc_inicial,pgc_final,evolucao_pgc,evolucao_pgc_percentual
47,M,0.0,Crossfit,115.7,0.0,241.62,Não,33.3,21.8,2023-05-16,Sedentária,2023,5,,33.3,21.8,-11.499999999999996,-34.53453453453453
45,M,6.0,Cardio,57.9,347.4,217.11,Sim,14.0,19.5,2024-11-10,Ativa,2024,11,,14.0,19.5,5.5,39.285714285714285
25,M,6.0,Yoga,52.7,316.2,224.57,Sim,18.3,23.8,2023-11-28,Ativa,2023,11,,18.3,23.8,5.5,30.05464480874317
39,F,7.0,Futebol,49.8,348.6,168.24,Não,32.5,19.0,2020-06-04,Ativa,2020,6,,32.5,19.0,-13.5,-41.53846153846154
23,M,5.0,Cardio,111.3,556.5,153.2,Não,16.4,22.2,2025-01-05,Ativa,2025,1,,16.4,22.2,5.800000000000001,35.365853658536594
37,F,0.0,Musculação,31.8,0.0,237.28,Sim,10.6,23.6,2021-07-29,Sedentária,2021,7,,10.6,23.6,13.000000000000002,122.64150943396228
44,M,0.0,Crossfit,90.8,0.0,195.32,Sim,12.0,21.4,2024-11-06,Sedentária,2024,11,,12.0,21.4,9.399999999999999,78.33333333333331
56,M,4.0,Yoga,110.3,441.2,124.85,Sim,25.4,27.2,2020-12-22,Ativa,2020,12,,25.4,27.2,1.8000000000000007,7.086614173228349
39,M,3.0,Futebol,34.9,104.7,254.68,Não,12.4,12.9,2020-10-06,Ativa,2020,10,,12.4,12.9,0.5,4.032258064516129
42,M,4.0,Futebol,64.3,257.2,209.83,Sim,27.1,39.1,2023-10-29,Ativa,2023,10,,27.1,39.1,12.0,44.28044280442804
40,F,,Futebol,82.5,,95.8,Não,38.2,18.1,2022-09-11,Sedentária,2022,9,,38.2,18.1,-20.1,-52.617801047120416
56,M,3.0,Futebol,31.3,93.9,191.58,Sim,29.3,32.6,2023-08-13,Ativa,2023,8,,29.3,32.6,3.3000000000000007,11.26279863481229
47,M,0.0,Futebol,88.4,0.0,266.77,Não,14.1,31.8,2021-07-16,Sedentária,2021,7,,14.1,31.8,17.700000000000003,125.53191489361704
60,M,5.0,Yoga,79.9,399.5,194.98,Sim,28.1,30.9,2020-07-27,Ativa,2020,7,,28.1,30.9,2.799999999999997,9.96441281138789
64,F,7.0,Yoga,87.8,614.6,164.24,Não,38.0,27.0,2021-07-10,Ativa,2021,7,,38.0,27.0,-11.0,-28.947368421052634
35,F,2.0,Cardio,55.7,111.4,132.15,Sim,16.8,14.1,2024-09-10,Ativa,2024,9,,16.8,14.1,-2.700000000000001,-16.071428571428577
38,F,6.0,Crossfit,79.1,474.6,158.82,Não,38.3,23.6,2022-05-15,Ativa,2022,5,,38.3,23.6,-14.699999999999996,-38.381201044386415
23,F,0.0,Crossfit,31.0,0.0,128.93,Não,39.1,35.6,2024-12-13,Sedentária,2024,12,,39.1,35.6,-3.5,-8.951406649616368
57,M,1.0,Futebol,73.4,73.4,156.48,Sim,26.1,23.9,2021-05-22,Ativa,2021,5,,26.1,23.9,-2.200000000000003,-8.42911877394637
18,F,1.0,Natação,65.2,65.2,117.89,Não,20.3,33.9,2021-11-08,Ativa,2021,11,,20.3,33.9,13.599999999999998,66.9950738916256
39,M,4.0,Crossfit,67.0,268.0,267.12,Não,22.8,29.3,2021-11-05,Ativa,2021,11,,22.8,29.3,6.5,28.50877192982456
33,F,3.0,Yoga,90.4,271.2,100.06,Não,15.3,11.5,2020-08-03,Ativa,2020,8,,15.3,11.5,-3.8000000000000007,-24.836601307189547
46,F,6.0,Crossfit,65.6,393.6,283.75,Sim,22.6,32.1,2024-04-07,Ativa,2024,4,,22.6,32.1,9.5,42.0353982300885
43,M,3.0,Crossfit,32.9,98.7,246.3,Sim,33.2,12.3,2022-01-12,Ativa,2022,1,,33.2,12.3,-20.900000000000002,-62.95180722891567
30,M,0.0,Cardio,95.8,0.0,75.19,Sim,33.0,27.0,2025-05-17,Sedentária,2025,5,,33.0,27.0,-6.0,-18.181818181818183
37,M,0.0,Crossfit,116.3,0.0,57.43,Sim,30.4,37.4,2022-04-21,Sedentária,2022,4,,30.4,37.4,7.0,23.026315789473685
56,M,7.0,Yoga,20.9,146.3,154.72,Sim,19.6,14.7,2023-09-10,Ativa,2023,9,,19.6,14.7,-4.900000000000002,-25.00000000000001
21,F,4.0,Cardio,28.0,112.0,193.01,Não,29.1,12.6,2023-05-21,Ativa,2023,5,,29.1,12.6,-16.5,-56.70103092783505
55,F,0.0,Musculação,69.4,0.0,88.23,Sim,30.8,17.3,2021-07-08,Sedentária,2021,7,,30.8,17.3,-13.5,-43.83116883116883
64,M,6.0,Futebol,92.4,554.4,226.28,Sim,30.3,20.2,2020-08-17,Ativa,2020,8,,30.3,20.2,-10.100000000000001,-33.333333333333336
57,M,3.0,Musculação,44.3,132.9,84.35,Sim,14.0,34.4,2020-08-08,Ativa,2020,8,,14.0,34.4,20.4,145.7142857142857
40,M,4.0,Natação,118.0,472.0,167.56,Não,37.9,16.6,2024-02-09,Ativa,2024,2,,37.9,16.6,-21.299999999999997,-56.20052770448548
60,M,3.0,Crossfit,28.2,84.6,104.37,Sim,19.1,17.5,2024-12-21,Ativa,2024,12,,19.1,17.5,-1.6000000000000014,-8.376963350785347
62,M,2.0,Crossfit,77.4,154.8,103.04,Sim,29.5,12.3,2022-10-19,Ativa,2022,10,,29.5,12.3,-17.2,-58.30508474576271
48,M,0.0,Yoga,23.5,0.0,139.76,Sim,32.1,28.7,2023-07-13,Sedentária,2023,7,,32.1,28.7,-3.400000000000002,-10.591900311526487
32,F,,Crossfit,91.2,,96.6,Não,24.6,12.8,2020-01-11,Sedentária,2020,1,,24.6,12.8,-11.8,-47.96747967479675
51,M,2.0,Natação,91.6,183.2,120.03,Sim,31.8,37.8,2022-05-29,Ativa,2022,5,,31.8,37.8,5.9999999999999964,18.867924528301874
21,F,4.0,Natação,117.1,468.4,154.98,Não,13.6,10.8,2023-08-31,Ativa,2023,8,,13.6,10.8,-2.799999999999999,-20.58823529411764
48,M,4.0,Natação,88.3,353.2,267.2,Sim,10.2,28.1,2020-09-05,Ativa,2020,9,,10.2,28.1,17.900000000000002,175.4901960784314
53,F,7.0,Cardio,27.7,193.9,177.46,Sim,23.8,30.7,2025-05-09,Ativa,2025,5,,23.8,30.7,6.899999999999999,28.991596638655455
23,M,2.0,Crossfit,48.2,96.4,244.72,Sim,36.9,31.3,2025-01-18,Ativa,2025,1,,36.9,31.3,-5.599999999999998,-15.176151761517609
42,M,3.0,Yoga,44.6,133.8,127.62,Não,19.1,13.6,2020-04-29,Ativa,2020,4,,19.1,13.6,-5.500000000000002,-28.795811518324616
25,M,0.0,Yoga,61.7,0.0,243.8,Não,26.8,12.3,2024-09-16,Sedentária,2024,9,,26.8,12.3,-14.5,-54.1044776119403
32,M,7.0,Cardio,69.2,484.4,82.6,Não,27.8,29.2,2020-03-27,Ativa,2020,3,,27.8,29.2,1.3999999999999986,5.035971223021578
25,F,,Cardio,35.0,,174.5,Sim,21.9,29.9,2022-12-25,Sedentária,2022,12,,21.9,29.9,8.0,36.529680365296805
22,F,5.0,Yoga,56.8,284.0,137.14,Sim,32.1,10.4,2023-12-20,Ativa,2023,12,,32.1,10.4,-21.700000000000003,-67.60124610591902
34,F,0.0,Crossfit,103.8,0.0,137.57,Não,28.3,37.2,2022-02-25,Sedentária,2022,2,,28.3,37.2,8.900000000000002,31.4487632508834
48,M,3.0,Natação,60.5,181.5,114.2,Sim,11.8,37.2,2021-09-09,Ativa,2021,9,,11.8,37.2,25.400000000000002,215.25423728813558
36,M,0.0,Yoga,39.0,0.0,191.16,Sim,27.4,34.4,2023-12-10,Sedentária,2023,12,,27.4,34.4,7.0,25.547445255474454
35,M,5.0,Futebol,69.1,345.5,125.35,Sim,15.6,28.8,2021-09-04,Ativa,2021,9,,15.6,28.8,13.200000000000001,84.61538461538463
54,F,5.0,Natação,72.2,361.0,141.11,Sim,36.9,32.4,2022-08-21,Ativa,2022,8,,36.9,32.4,-4.5,-12.195121951219514
47,F,5.0,Crossfit,47.5,237.5,245.77,Não,34.4,25.0,2020-12-18,Ativa,2020,12,,34.4,25.0,-9.399999999999999,-27.325581395348834
36,M,2.0,Musculação,96.8,193.6,78.04,Sim,37.6,30.5,2021-02-25,Ativa,2021,2,,37.6,30.5,-7.100000000000001,-18.88297872340426
22,M,6.0,Crossfit,108.9,653.4,121.2,Sim,34.7,21.8,2021-08-03,Ativa,2021,8,,34.7,21.8,-12.900000000000002,-37.17579250720461
28,M,,Natação,115.9,,177.24,Sim,23.1,35.5,2024-04-27,Sedentária,2024,4,,23.1,35.5,12.399999999999999,53.67965367965367
63,M,7.0,Futebol,77.2,540.4,260.81,Não,23.4,10.6,2024-08-20,Ativa,2024,8,,23.4,10.6,-12.799999999999999,-54.7008547008547
51,M,7.0,Musculação,104.2,729.4,144.44,Não,32.4,15.4,2021-04-17,Ativa,2021,4,,32.4,15.4,-17.0,-52.46913580246913
32,F,0.0,Cardio,42.4,0.0,239.71,Não,14.5,28.0,2023-07-06,Sedentária,2023,7,,14.5,28.0,13.5,93.10344827586206
59,M,7.0,Futebol,106.3,744.1,253.51,Sim,33.3,19.2,2022-11-03,Ativa,2022,11,,33.3,19.2,-14.099999999999998,-42.342342342342334
50,M,1.0,Futebol,77.2,77.2,163.49,Sim,32.8,14.7,2023-11-19,Ativa,2023,11,,32.8,14.7,-18.099999999999998,-55.18292682926828
60,M,0.0,Musculação,55.7,0.0,157.09,Não,22.0,37.2,2024-08-15,Sedentária,2024,8,,22.0,37.2,15.200000000000003,69.09090909090911
29,F,5.0,Musculação,88.4,442.0,107.57,Sim,20.0,37.0,2022-10-15,Ativa,2022,10,,20.0,37.0,17.0,85.0
42,M,7.0,Cardio,74.7,522.9,256.52,Não,37.0,20.9,2020-08-01,Ativa,2020,8,,37.0,20.9,-16.1,-43.513513513513516
48,M,0.0,Musculação,24.8,0.0,225.76,Sim,11.2,33.5,2021-12-23,Sedentária,2021,12,,11.2,33.5,22.3,199.1071428571429
37,F,6.0,Natação,36.0,216.0,251.27,Não,17.0,24.8,2023-06-26,Ativa,2023,6,,17.0,24.8,7.800000000000001,45.88235294117647
54,M,7.0,Yoga,119.6,837.2,295.72,Não,16.9,12.2,2023-04-19,Ativa,2023,4,,16.9,12.2,-4.699999999999999,-27.810650887573964
61,M,5.0,Yoga,39.1,195.5,182.69,Sim,38.8,11.3,2023-06-28,Ativa,2023,6,,38.8,11.3,-27.499999999999996,-70.8762886597938
53,M,5.0,Cardio,54.1,270.5,167.36,Não,35.2,17.9,2020-10-24,Ativa,2020,10,,35.2,17.9,-17.300000000000004,-49.14772727272728
64,F,6.0,Crossfit,94.8,568.8,139.31,Sim,10.3,28.2,2022-05-29,Ativa,2022,5,,10.3,28.2,17.9,173.78640776699027
25,M,2.0,Cardio,39.7,79.4,121.79,Sim,26.0,31.0,2025-01-01,Ativa,2025,1,,26.0,31.0,5.0,19.230769230769234
59,M,1.0,Musculação,77.6,77.6,73.78,Não,11.1,39.5,2021-01-29,Ativa,2021,1,,11.1,39.5,28.4,255.85585585585585
25,F,,Cardio,90.8,,189.87,Não,11.8,13.4,2021-08-19,Sedentária,2021,8,,11.8,13.4,1.5999999999999996,13.559322033898303
25,M,6.0,Yoga,72.2,433.2,184.87,Não,17.1,32.6,2022-03-24,Ativa,2022,3,,17.1,32.6,15.5,90.64327485380116
49,M,0.0,Musculação,20.5,0.0,279.43,Não,19.4,30.0,2023-08-30,Sedentária,2023,8,,19.4,30.0,10.600000000000001,54.63917525773198
56,M,4.0,Yoga,102.6,410.4,297.4,Sim,23.7,16.7,2023-03-05,Ativa,2023,3,,23.7,16.7,-7.0,-29.535864978902953
51,M,1.0,Crossfit,69.7,69.7,191.06,Não,14.5,10.1,2022-06-30,Ativa,2022,6,,14.5,10.1,-4.4,-30.3448275862069
26,F,4.0,Natação,96.6,386.4,234.12,Sim,17.3,14.9,2021-09-09,Ativa,2021,9,,17.3,14.9,-2.4000000000000004,-13.872832369942198
46,M,6.0,Yoga,91.1,546.6,278.26,Sim,20.4,11.9,2024-01-10,Ativa,2024,1,,20.4,11.9,-8.499999999999998,-41.666666666666664
64,M,4.0,Crossfit,106.8,427.2,59.51,Sim,11.4,23.5,2022-07-05,Ativa,2022,7,,11.4,23.5,12.1,106.14035087719299
31,F,5.0,Yoga,107.6,538.0,271.34,Não,30.4,10.3,2021-02-23,Ativa,2021,2,,30.4,10.3,-20.099999999999998,-66.11842105263158
48,F,7.0,Musculação,98.0,686.0,216.18,Sim,27.1,16.8,2020-08-12,Ativa,2020,8,,27.1,16.8,-10.3,-38.00738007380074
40,F,6.0,Cardio,47.2,283.2,203.66,Não,16.2,13.4,2021-02-10,Ativa,2021,2,,16.2,13.4,-2.799999999999999,-17.283950617283946
49,M,3.0,Crossfit,46.8,140.4,149.32,Não,12.9,28.5,2024-05-26,Ativa,2024,5,,12.9,28.5,15.6,120.93023255813952
21,F,2.0,Swimming,25.3,50.6,88.56,Não,29.1,13.1,2023-05-20,Ativa,2023,5,,29.1,13.1,-16.0,-54.982817869415804
31,M,1.0,Fut,80.2,80.2,272.24,Não,30.5,33.4,2024-10-05,Ativa,2024,10,,30.5,33.4,2.8999999999999986,9.50819672131147
21,F,7.0,Natação,42.6,298.2,154.81,Sim,39.2,23.7,2023-01-24,Ativa,2023,1,,39.2,23.7,-15.500000000000004,-39.54081632653062
25,M,5.0,Musculação,93.9,469.5,296.32,Não,14.1,27.1,2020-10-01,Ativa,2020,10,,14.1,27.1,13.000000000000002,92.1985815602837
43,F,,Yoga,98.2,,86.52,Não,12.2,19.4,2021-05-27,Sedentária,2021,5,,12.2,19.4,7.199999999999999,59.01639344262295
41,M,,Cardio,106.7,,263.0,Sim,10.5,25.8,2021-01-17,Sedentária,2021,1,,10.5,25.8,15.3,145.71428571428572
52,M,0.0,Cardio,88.6,0.0,80.48,Não,17.9,33.2,2023-11-07,Sedentária,2023,11,,17.9,33.2,15.300000000000004,85.47486033519556
44,M,3.0,Natação,32.5,97.5,216.06,Sim,20.1,32.7,2023-04-15,Ativa,2023,4,,20.1,32.7,12.600000000000001,62.68656716417911
45,M,1.0,Cardio,68.1,68.1,252.87,Não,29.9,39.7,2023-05-04,Ativa,2023,5,,29.9,39.7,9.800000000000004,32.77591973244149
21,F,6.0,Crossfit,88.8,532.8,196.17,Sim,32.0,21.8,2021-07-06,Ativa,2021,7,,32.0,21.8,-10.2,-31.874999999999996
21,M,6.0,Cardio,114.8,688.8,278.06,Sim,12.8,26.0,2024-07-20,Ativa,2024,7,,12.8,26.0,13.2,103.12499999999997
23,F,4.0,Musculação,24.1,96.4,242.71,Não,24.8,16.8,2023-10-06,Ativa,2023,10,,24.8,16.8,-8.0,-32.25806451612903
44,F,6.0,Musculação,82.9,497.4,183.85,Não,28.2,18.0,2021-05-03,Ativa,2021,5,,28.2,18.0,-10.2,-36.170212765957444
26,M,,Natação,62.0,,153.16,Não,25.9,21.6,2022-01-21,Sedentária,2022,1,,25.9,21.6,-4.299999999999997,-16.60231660231659
30,M,5.0,Musculação,50.7,253.5,273.93,Não,16.0,20.3,2024-03-03,Ativa,2024,3,,16.0,20.3,4.300000000000001,26.875000000000004
34,M,7.0,Cardio,80.2,561.4,246.54,Sim,14.0,38.1,2021-03-09,Ativa,2021,3,,14.0,38.1,24.1,172.14285714285717
45,F,5.0,Musculação,119.7,598.5,122.0,Não,27.1,31.8,2022-12-01,Ativa,2022,12,,27.1,31.8,4.699999999999999,17.343173431734314
30,M,7.0,Musculação,27.9,195.3,86.57,Não,30.3,10.8,2025-09-05,Ativa,2025,9,,30.3,10.8,-19.5,-64.35643564356435
56,F,6.0,Musculação,86.2,517.2,67.88,Sim,38.8,17.7,2023-04-19,Ativa,2023,4,,38.8,17.7,-21.099999999999998,-54.38144329896907
25,F,3.0,Cardio,68.7,206.1,238.05,Não,20.0,10.6,2024-10-02,Ativa,2024,10,,20.0,10.6,-9.4,-47.0
22,F,5.0,Futebol,117.9,589.5,280.35,Não,10.3,31.2,2021-12-11,Ativa,2021,12,,10.3,31.2,20.9,202.91262135922327
63,M,3.0,Cardio,55.3,165.9,67.66,Sim,32.5,13.6,2024-01-27,Ativa,2024,1,,32.5,13.6,-18.9,-58.153846153846146
35,M,4.0,Crossfit,109.4,437.6,58.7,Não,18.7,30.3,2024-09-12,Ativa,2024,9,,18.7,30.3,11.600000000000001,62.03208556149734
35,M,0.0,Cardio,93.7,0.0,279.53,Sim,20.8,38.7,2022-01-18,Sedentária,2022,1,,20.8,38.7,17.900000000000002,86.0576923076923
29,F,6.0,Futebol,104.2,625.2,163.0,Sim,30.4,17.9,2023-09-18,Ativa,2023,9,,30.4,17.9,-12.5,-41.11842105263158
25,M,2.0,Natacao,35.0,70.0,260.98,Não,20.5,31.9,2022-10-23,Ativa,2022,10,,20.5,31.9,11.399999999999999,55.60975609756097
58,F,0.0,Yoga,60.6,0.0,289.46,Sim,10.4,10.2,2022-03-03,Sedentária,2022,3,,10.4,10.2,-0.20000000000000107,-1.9230769230769333
19,F,5.0,Cardio,87.6,438.0,239.12,Não,37.4,30.1,2020-10-10,Ativa,2020,10,,37.4,30.1,-7.299999999999997,-19.5187165775401
54,M,7.0,Yoga,57.5,402.5,289.14,Não,23.5,10.5,2025-06-21,Ativa,2025,6,,23.5,10.5,-13.0,-55.319148936170215
53,F,5.0,Futebol,65.3,326.5,91.5,Não,23.7,37.2,2020-12-31,Ativa,2020,12,,23.7,37.2,13.500000000000004,56.96202531645571
33,M,3.0,Musculação,116.6,349.8,249.1,Sim,12.3,25.1,2024-01-12,Ativa,2024,1,,12.3,25.1,12.8,104.06504065040649
55,M,,Natação,45.7,,119.32,Sim,28.2,14.5,2023-04-26,Sedentária,2023,4,,28.2,14.5,-13.7,-48.58156028368794
30,M,7.0,Yoga,64.0,448.0,75.44,Não,33.0,20.7,2025-05-14,Ativa,2025,5,,33.0,20.7,-12.3,-37.27272727272727
38,M,2.0,Musculação,117.5,235.0,72.42,Sim,25.3,25.9,2024-05-19,Ativa,2024,5,,25.3,25.9,0.5999999999999979,2.3715415019762762
60,F,1.0,Crossfit,79.3,79.3,253.85,Sim,33.2,20.8,2021-06-21,Ativa,2021,6,,33.2,20.8,-12.400000000000002,-37.34939759036145
23,F,5.0,Crossfit,84.0,420.0,116.17,Sim,25.1,35.3,2021-12-22,Ativa,2021,12,,25.1,35.3,10.199999999999996,40.637450199203165
34,F,5.0,Crossfit,117.3,586.5,187.65,Não,13.1,36.6,2020-02-15,Ativa,2020,2,,13.1,36.6,23.5,179.38931297709922
55,M,4.0,Yoga,42.7,170.8,239.65,Sim,35.8,24.9,2021-10-16,Ativa,2021,10,,35.8,24.9,-10.899999999999999,-30.446927374301673
39,F,7.0,Yoga,30.7,214.9,257.78,Sim,13.1,27.0,2021-12-19,Ativa,2021,12,,13.1,27.0,13.9,106.10687022900764
55,M,6.0,Musculação,,,196.72,Não,30.4,23.4,2021-04-01,Ativa,2021,4,,30.4,23.4,-7.0,-23.026315789473685
26,F,3.0,Natação,23.9,71.7,146.95,Não,22.3,15.8,2025-03-29,Ativa,2025,3,,22.3,15.8,-6.5,-29.14798206278027
36,M,6.0,Crossfit,76.8,460.8,244.82,Não,33.7,31.0,2023-04-14,Ativa,2023,4,,33.7,31.0,-2.700000000000003,-8.011869436201788
21,M,1.0,Yoga,49.7,49.7,165.25,Não,11.2,30.9,2022-07-19,Ativa,2022,7,,11.2,30.9,19.7,175.89285714285714
57,M,6.0,Cardio,56.9,341.4,179.35,Não,27.3,13.9,2022-04-22,Ativa,2022,4,,27.3,13.9,-13.4,-49.08424908424908
42,F,3.0,Yoga,107.8,323.4,173.16,Não,36.1,36.4,2022-05-10,Ativa,2022,5,,36.1,36.4,0.29999999999999716,0.8310249307479145
56,M,3.0,Yoga,116.0,348.0,79.29,Não,16.0,14.9,2023-07-13,Ativa,2023,7,,16.0,14.9,-1.0999999999999996,-6.874999999999998
35,M,,Natação,55.4,,144.74,Não,26.8,35.9,2021-01-07,Sedentária,2021,1,,26.8,35.9,9.099999999999998,33.95522388059701
20,M,1.0,Cardio,52.5,52.5,254.13,Sim,33.2,18.1,2020-11-28,Ativa,2020,11,,33.2,18.1,-15.100000000000001,-45.48192771084337
32,M,0.0,Crossfit,79.1,0.0,141.79,Não,16.6,27.8,2021-02-09,Sedentária,2021,2,,16.6,27.8,11.2,67.46987951807229
61,F,3.0,Natação,63.3,189.9,184.84,Não,28.2,26.5,2024-06-28,Ativa,2024,6,,28.2,26.5,-1.6999999999999993,-6.028368794326239
39,M,0.0,Yoga,90.7,0.0,69.45,Não,14.4,36.5,2022-05-11,Sedentária,2022,5,,14.4,36.5,22.1,153.47222222222223
45,M,6.0,Cardio,30.6,183.6,77.52,Não,14.5,31.7,2022-08-24,Ativa,2022,8,,14.5,31.7,17.2,118.62068965517241
57,F,2.0,Musculação,51.8,103.6,246.59,Não,21.7,20.0,2021-10-01,Ativa,2021,10,,21.7,20.0,-1.6999999999999993,-7.834101382488476
62,M,5.0,Crossfit,110.4,552.0,138.8,Não,12.5,28.5,2025-02-26,Ativa,2025,2,,12.5,28.5,16.0,128.0
29,M,2.0,Musculação,86.6,173.2,137.01,Sim,31.0,12.2,2025-05-11,Ativa,2025,5,,31.0,12.2,-18.8,-60.64516129032258
45,M,4.0,Futebol,118.1,472.4,264.98,Não,14.8,17.0,2024-07-13,Ativa,2024,7,,14.8,17.0,2.1999999999999993,14.86486486486486
25,M,7.0,Futebol,21.4,149.8,280.52,Não,37.5,22.1,2024-02-27,Ativa,2024,2,,37.5,22.1,-15.399999999999999,-41.06666666666666
25,M,4.0,Yoga,80.4,321.6,106.01,Não,20.3,12.6,2020-03-18,Ativa,2020,3,,20.3,12.6,-7.700000000000001,-37.931034482758626
35,M,7.0,Cardio,95.5,668.5,94.79,Sim,27.4,38.2,2020-12-28,Ativa,2020,12,,27.4,38.2,10.800000000000004,39.4160583941606
32,M,4.0,Futebol,74.1,296.4,256.82,Sim,34.4,23.1,2021-10-14,Ativa,2021,10,,34.4,23.1,-11.299999999999997,-32.84883720930232
45,M,3.0,Yoga,109.6,328.8,114.34,Não,20.8,32.0,2020-11-16,Ativa,2020,11,,20.8,32.0,11.2,53.84615384615385
44,M,6.0,Cardio,97.9,587.4,254.5,Não,38.8,37.9,2021-08-07,Ativa,2021,8,,38.8,37.9,-0.8999999999999986,-2.319587628865976
54,M,7.0,Cardio,34.0,238.0,232.74,Não,34.4,25.6,2023-12-19,Ativa,2023,12,,34.4,25.6,-8.799999999999997,-25.581395348837205
31,F,2.0,Crossfit,47.9,95.8,109.47,Não,13.6,13.2,2024-01-17,Ativa,2024,1,,13.6,13.2,-0.40000000000000036,-2.941176470588238
28,M,1.0,Futebol,,,258.39,Não,32.9,27.4,2023-10-17,Ativa,2023,10,,32.9,27.4,-5.5,-16.717325227963524
18,M,5.0,Crossfit,40.2,201.0,252.84,Sim,12.4,14.6,2020-02-07,Ativa,2020,2,,12.4,14.6,2.1999999999999993,17.74193548387096
25,M,7.0,Crossfit,21.1,147.7,87.6,Sim,14.9,19.7,2024-11-05,Ativa,2024,11,,14.9,19.7,4.799999999999999,32.21476510067113
21,M,2.0,Crossfit,55.3,110.6,284.93,Não,34.6,31.4,2021-01-30,Ativa,2021,1,,34.6,31.4,-3.200000000000003,-9.248554913294806
51,F,2.0,Futebol,64.4,128.8,216.18,Não,33.6,30.0,2022-11-29,Ativa,2022,11,,33.6,30.0,-3.6000000000000014,-10.714285714285717
54,F,6.0,Yoga,56.1,336.6,210.29,Sim,18.3,24.4,2020-01-21,Ativa,2020,1,,18.3,24.4,6.099999999999998,33.33333333333332
35,F,5.0,Natação,115.7,578.5,157.68,Sim,16.2,29.0,2023-02-28,Ativa,2023,2,,16.2,29.0,12.8,79.01234567901236
43,M,1.0,Yoga,63.7,63.7,101.13,Não,15.1,16.0,2021-08-16,Ativa,2021,8,,15.1,16.0,0.9000000000000004,5.960264900662255
59,F,3.0,Natação,99.3,297.9,76.04,Não,18.1,19.0,2024-12-10,Ativa,2024,12,,18.1,19.0,0.8999999999999986,4.972375690607726
30,F,6.0,Crossfit,53.8,322.8,177.91,Não,37.9,18.3,2023-08-15,Ativa,2023,8,,37.9,18.3,-19.599999999999998,-51.71503957783641
23,M,5.0,Yoga,65.9,329.5,261.81,Sim,10.1,36.4,2023-04-01,Ativa,2023,4,,10.1,36.4,26.299999999999997,260.3960396039604
55,M,2.0,Cardio,92.2,184.4,141.63,Não,39.6,23.7,2024-04-27,Ativa,2024,4,,39.6,23.7,-15.900000000000002,-40.151515151515156
21,M,4.0,Cardio,53.9,215.6,57.26,Sim,39.9,16.1,2024-11-08,Ativa,2024,11,,39.9,16.1,-23.799999999999997,-59.64912280701754
48,M,6.0,Musculação,54.1,324.6,228.81,Sim,31.2,23.3,2020-04-16,Ativa,2020,4,,31.2,23.3,-7.899999999999999,-25.320512820512814
59,F,0.0,Crossfit,24.1,0.0,123.83,Sim,30.8,35.5,2020-09-10,Sedentária,2020,9,,30.8,35.5,4.699999999999999,15.259740259740257
38,F,3.0,Yoga,27.0,81.0,180.52,Não,34.0,34.1,2022-03-28,Ativa,2022,3,,34.0,34.1,0.10000000000000142,0.2941176470588277
57,M,0.0,Futebol,118.5,0.0,69.05,Não,28.0,24.4,2020-09-23,Sedentária,2020,9,,28.0,24.4,-3.6000000000000014,-12.857142857142861
54,M,3.0,Crossfit,93.2,279.6,249.37,Sim,19.7,12.0,2021-06-06,Ativa,2021,6,,19.7,12.0,-7.699999999999999,-39.086294416243646
20,M,7.0,Natação,21.5,150.5,133.46,Sim,37.9,36.8,2021-12-29,Ativa,2021,12,,37.9,36.8,-1.1000000000000014,-2.9023746701847
31,F,2.0,Natação,79.5,159.0,156.25,Não,10.2,18.7,2020-01-10,Ativa,2020,1,,10.2,18.7,8.5,83.33333333333334
37,M,4.0,Natação,23.0,92.0,220.72,Sim,32.0,25.1,2024-04-09,Ativa,2024,4,,32.0,25.1,-6.899999999999999,-21.562499999999996
37,M,2.0,Natação,106.1,212.2,177.52,Sim,24.4,35.5,2021-04-13,Ativa,2021,4,,24.4,35.5,11.100000000000001,45.49180327868853
25,M,2.0,Natação,28.3,56.6,126.97,Sim,26.0,15.0,2025-01-31,Ativa,2025,1,,26.0,15.0,-11.0,-42.30769230769231
60,F,3.0,Natação,90.9,272.7,202.69,Sim,29.6,26.3,2023-06-20,Ativa,2023,6,,29.6,26.3,-3.3000000000000007,-11.14864864864865
46,M,0.0,Fut,72.4,0.0,227.66,Não,29.9,34.9,2022-11-11,Sedentária,2022,11,,29.9,34.9,5.0,16.722408026755854
24,M,7.0,Cardio,90.3,632.1,102.54,Sim,36.1,13.7,2024-12-30,Ativa,2024,12,,36.1,13.7,-22.400000000000002,-62.04986149584488
27,M,4.0,Futebol,65.5,262.0,52.93,Não,28.6,25.3,2022-09-22,Ativa,2022,9,,28.6,25.3,-3.3000000000000007,-11.53846153846154
21,M,6.0,Futebol,24.8,148.8,175.96,Sim,24.0,25.2,2021-06-23,Ativa,2021,6,,24.0,25.2,1.1999999999999993,4.9999999999999964
62,M,2.0,Cardio,40.8,81.6,169.4,Não,35.9,33.1,2022-10-03,Ativa,2022,10,,35.9,33.1,-2.799999999999997,-7.799442896935925
58,M,4.0,Cardio,55.0,220.0,85.7,Sim,17.9,12.8,2020-02-09,Ativa,2020,2,,17.9,12.8,-5.099999999999998,-28.491620111731837
